opportunity_id,account_id,stage,amount,created_date,close_date,is_closed_won
10112,4533,Proposal,18536,2024-10-24,2025-01-15,False
10113,4798,Qualification,7558,2025-04-25,2024-09-30,False
10114,2275,Closed Won,13772,2024-11-10,2024-04-16,True
10115,2016,Proposal,40343,2024-02-27,2025-06-23,False
10116,4773,Qualification,39186,2024-07-11,2024-08-24,False
10117,3343,Negotiation,40966,2024-07-15,2024-11-25,False
10118,4796,Negotiation,37769,2024-06-11,2025-07-07,False
10119,3767,Qualification,23229,2024-06-28,2024-10-19,False
10120,4820,Qualification,13673,2024-12-12,2024-09-22,False
10121,1337,Prospecting,31877,2024-06-17,2025-01-07,False
10122,1878,Negotiation,35601,2025-03-06,2024-05-27,False
10123,2076,Negotiation,20244,2024-05-19,2024-03-05,False
10124,1791,Proposal,31356,2024-01-19,2024-10-10,False
10125,4993,Closed Won,20806,2025-05-14,2025-08-13,True
10126,3264,Closed Won,27099,2024-09-30,2025-03-03,True
10127,1763,Proposal,41034,2024-11-22,2024-10-21,False
10128,3235,Closed Won,23094,2024-11-18,2024-07-05,True
10129,1379,Qualification,14589,2025-05-17,2024-12-19,False
10130,1492,Prospecting,5657,2024-06-04,2024-06-27,False
10131,4112,Qualification,36764,2025-02-13,2024-11-27,False
10132,2180,Prospecting,7164,2025-02-10,2024-08-20,False
10133,3062,Proposal,31542,2025-04-07,2025-01-18,False
10134,4884,Closed Lost,22437,2024-09-08,2024-12-02,False
10135,1064,Prospecting,23601,2025-03-22,2025-04-24,False
10136,4928,Prospecting,32430,2024-03-30,2025-08-22,False
10137,4910,Proposal,10009,2024-03-30,2024-12-26,False
10138,3568,Closed Lost,8552,2025-01-22,2024-05-12,False
10139,2367,Qualification,13417,2024-02-05,2025-02-25,False
10140,2152,Proposal,6671,2025-06-05,2024-05-22,False
10141,3027,Prospecting,10519,2024-03-28,2024-06-19,False
10142,3695,Prospecting,40730,2025-04-25,2024-10-17,False
10143,2495,Closed Lost,16734,2024-08-18,2025-06-29,False
10144,4134,Closed Lost,7722,2024-08-12,2025-08-03,False
10145,2162,Prospecting,8906,2024-08-13,2024-08-05,False
10146,2522,Closed Lost,34096,2024-02-17,2024-11-15,False
10147,3640,Negotiation,17699,2024-08-25,2024-09-09,False
10148,1391,Closed Won,25438,2025-05-11,2024-08-12,True
10149,2698,Proposal,37576,2024-08-04,2024-08-14,False
10150,1418,Proposal,36247,2025-01-18,2025-06-16,False
10151,3336,Proposal,31938,2025-04-16,2025-04-04,False
10152,1378,Negotiation,21600,2024-06-10,2024-02-06,False
10153,2796,Prospecting,24435,2025-01-30,2024-12-19,False
10154,4561,Prospecting,22581,2024-09-19,2025-02-08,False
10155,3278,Qualification,18191,2024-10-06,2025-03-26,False
10156,4065,Negotiation,23190,2025-04-03,2024-03-10,False
10157,3088,Qualification,31386,2024-04-26,2025-06-14,False
10158,4099,Negotiation,35721,2024-11-23,2025-04-12,False
10159,3182,Closed Lost,17704,2025-02-16,2025-07-14,False
10160,1200,Prospecting,6123,2024-07-22,2024-06-26,False
10161,2863,Negotiation,29174,2024-01-01,2024-09-27,False
10162,1779,Proposal,18586,2024-07-24,2025-06-27,False
10163,3977,Closed Won,35976,2024-12-02,2024-09-30,True
10164,4104,Qualification,29416,2025-01-22,2024-04-19,False
10165,4119,Negotiation,5814,2024-12-01,2024-06-13,False
10166,1502,Closed Won,17001,2025-03-09,2024-02-17,True
10167,3454,Closed Lost,20508,2025-05-21,2024-05-13,False
10168,4645,Negotiation,23630,2025-03-02,2024-04-09,False
10169,2751,Proposal,17380,2025-02-12,2024-10-12,False
10170,1804,Negotiation,39699,2024-09-23,2024-08-12,False
10171,3146,Closed Won,16317,2024-11-18,2025-04-09,True
10172,3731,Proposal,39739,2025-05-07,2024-08-27,False
10173,2895,Prospecting,38785,2024-06-12,2025-01-15,False
10174,3773,Closed Lost,35980,2025-05-25,2024-11-09,False
10175,2570,Negotiation,27799,2024-11-12,2024-08-25,False
10176,1960,Negotiation,39183,2025-03-08,2024-07-06,False
10177,4810,Qualification,33166,2024-08-26,2025-05-05,False
10178,3660,Negotiation,23480,2025-04-03,2025-07-20,False
10179,2485,Proposal,5609,2025-02-25,2024-03-07,False
10180,3690,Negotiation,4717,2024-12-16,2024-07-25,False
10181,4840,Prospecting,23945,2024-02-28,2024-08-02,False
10182,2028,Negotiation,29592,2024-11-25,2024-06-18,False
10183,4289,Closed Lost,32141,2025-06-09,2024-02-10,False
10184,1502,Prospecting,34009,2024-05-16,2024-12-30,False
10185,3814,Closed Lost,10782,2024-01-08,2024-06-28,False
10186,1397,Proposal,30536,2024-11-10,2024-11-05,False
10187,1870,Closed Won,37816,2024-11-30,2024-03-17,True
10188,3842,Negotiation,29933,2024-02-09,2024-05-05,False
10189,1392,Proposal,15618,2024-08-06,2025-01-04,False
10190,1206,Negotiation,12307,2024-11-02,2025-07-15,False
10191,2038,Closed Won,30671,2024-01-29,2024-05-31,True
10192,2881,Proposal,14338,2024-02-23,2024-03-14,False
10193,4625,Qualification,10548,2024-05-13,2025-05-27,False
10194,3939,Negotiation,25164,2025-02-09,2025-03-28,False
10195,2484,Closed Won,31526,2025-06-23,2025-01-10,True
10196,4762,Negotiation,35222,2025-01-09,2025-05-15,False
10197,4646,Negotiation,24176,2024-05-20,2024-06-07,False
10198,1863,Proposal,6941,2024-11-17,2024-11-22,False
10199,3790,Closed Won,9695,2024-02-05,2024-05-04,True
10200,4312,Prospecting,29553,2024-07-06,2024-09-04,False
10201,1563,Proposal,29359,2024-12-10,2025-01-06,False
10202,2020,Prospecting,28816,2025-02-12,2024-07-22,False
10203,1095,Qualification,12378,2024-01-19,2025-05-05,False
10204,2923,Proposal,5881,2025-06-22,2024-06-24,False
10205,2757,Proposal,17675,2024-10-02,2024-08-17,False
10206,3532,Negotiation,8586,2024-10-26,2024-05-15,False
10207,4478,Proposal,29006,2024-11-23,2024-10-14,False
10208,3278,Proposal,26831,2024-01-05,2024-05-18,False
10209,3796,Qualification,39113,2024-03-02,2025-03-24,False
10210,2678,Proposal,20459,2024-05-31,2025-05-14,False
10211,4242,Qualification,36443,2025-05-31,2024-02-02,False
10212,1540,Prospecting,34595,2025-05-08,2024-03-09,False
10213,2059,Negotiation,9877,2024-03-15,2025-04-09,False
10214,3572,Negotiation,8922,2024-08-17,2024-03-27,False
10215,2183,Negotiation,8686,2024-08-26,2024-03-28,False
10216,4910,Proposal,36766,2024-10-22,2024-06-28,False
10217,2722,Proposal,18407,2024-01-08,2025-04-10,False
10218,4314,Closed Won,36006,2024-12-09,2024-11-22,True
10219,4157,Proposal,35422,2024-09-05,2025-06-11,False
10220,2819,Proposal,16205,2024-09-28,2024-10-06,False
10221,3625,Prospecting,25054,2025-04-17,2025-03-01,False
10222,3729,Qualification,27527,2024-09-10,2024-11-14,False
10223,3604,Proposal,22443,2025-04-14,2024-02-01,False
10224,2597,Proposal,20524,2025-04-30,2024-10-07,False
10225,4060,Proposal,32202,2024-11-04,2024-10-04,False
10226,3693,Proposal,4016,2024-09-19,2024-11-11,False
10227,1795,Negotiation,20848,2024-11-19,2024-08-30,False
10228,2051,Negotiation,24855,2025-06-12,2025-07-26,False
10229,2643,Closed Won,22211,2024-09-25,2025-02-06,True
10230,4627,Negotiation,29095,2024-01-15,2024-08-21,False
10231,2363,Closed Lost,41583,2025-05-10,2024-03-13,False
10232,4869,Prospecting,6843,2024-01-10,2024-12-21,False
10233,2981,Qualification,33301,2024-02-02,2024-02-26,False
10234,2354,Prospecting,30460,2025-06-03,2024-12-19,False
10235,2663,Negotiation,35918,2024-07-23,2024-07-14,False
10236,2529,Closed Won,32747,2024-12-31,2024-07-20,True
10237,3038,Qualification,19972,2025-05-23,2025-07-09,False
10238,4419,Closed Lost,32310,2025-04-17,2024-10-03,False
10239,2496,Prospecting,26927,2024-10-21,2025-04-29,False
10240,4302,Closed Lost,5094,2024-02-27,2025-01-30,False
10241,3237,Proposal,38172,2025-02-09,2024-05-01,False
10242,4296,Prospecting,27324,2025-04-02,2025-07-30,False
10243,2408,Proposal,24674,2025-06-07,2025-05-09,False
10244,2400,Qualification,7982,2025-01-08,2024-04-14,False
10245,2306,Qualification,19790,2024-08-04,2025-07-02,False
10246,3680,Qualification,16205,2025-05-26,2025-07-31,False
10247,3675,Closed Won,28338,2024-05-04,2025-06-12,True
10248,1972,Proposal,16748,2025-05-18,2024-09-22,False
10249,2768,Qualification,25097,2024-05-08,2024-08-26,False
10250,2282,Negotiation,7092,2024-02-12,2025-07-04,False
10251,4430,Negotiation,26692,2024-06-26,2024-12-28,False
10252,1709,Qualification,27862,2024-08-04,2024-06-20,False
10253,2479,Proposal,28860,2024-03-18,2024-08-15,False
10254,2434,Prospecting,17971,2024-09-01,2025-07-30,False
10255,1648,Qualification,18616,2024-04-30,2024-06-26,False
10256,1317,Negotiation,8933,2025-01-05,2025-02-01,False
10257,4748,Qualification,8926,2024-05-25,2025-01-02,False
10258,4296,Proposal,29763,2024-03-02,2024-03-30,False
10259,4890,Negotiation,7969,2024-08-03,2024-05-21,False
10260,2257,Prospecting,39733,2024-12-31,2024-07-17,False
10261,1683,Proposal,8319,2025-04-19,2025-01-17,False
10262,1663,Qualification,24323,2025-06-23,2024-03-24,False
10263,2998,Closed Lost,20428,2024-12-30,2025-08-21,False
10264,4898,Proposal,38578,2024-01-05,2024-03-25,False
10265,4445,Closed Won,24950,2025-05-13,2024-08-12,True
10266,4743,Proposal,22293,2025-03-03,2025-03-06,False
10267,2631,Prospecting,10364,2024-09-24,2024-03-10,False
10268,2495,Negotiation,39349,2024-03-07,2024-04-29,False
10269,4304,Closed Lost,4691,2024-06-27,2025-03-30,False
10270,4763,Negotiation,34062,2025-01-12,2024-03-06,False
10271,2136,Closed Won,4931,2024-12-22,2024-03-19,True
10272,2853,Closed Won,35730,2024-07-11,2025-01-27,True
10273,2520,Qualification,18226,2024-08-19,2024-02-06,False
10274,3489,Qualification,17861,2025-01-28,2025-01-18,False
10275,1563,Negotiation,35301,2024-03-27,2024-05-20,False
10276,2291,Proposal,26766,2024-12-25,2025-06-10,False
10277,4581,Closed Won,40174,2024-05-26,2025-01-18,True
10278,4878,Closed Lost,21695,2024-01-06,2024-02-13,False
10279,4457,Proposal,7121,2024-05-01,2025-07-20,False
10280,4458,Qualification,22257,2024-04-04,2025-07-31,False
10281,4184,Negotiation,32164,2024-02-21,2024-09-08,False
10282,2636,Qualification,29491,2024-10-20,2024-12-12,False
10283,4696,Closed Won,27165,2024-01-01,2025-03-02,True
10284,3999,Proposal,7748,2025-02-01,2024-03-30,False
10285,4152,Negotiation,37045,2025-02-10,2024-12-07,False
10286,1698,Prospecting,30553,2025-03-31,2024-02-21,False
10287,3160,Negotiation,34497,2024-05-03,2024-02-03,False
10288,1001,Proposal,35308,2024-09-29,2024-07-13,False
10289,1641,Proposal,14374,2025-01-10,2024-06-15,False
10290,3267,Qualification,8675,2025-03-07,2025-01-09,False
10291,2589,Negotiation,5170,2025-05-24,2025-01-24,False
10292,1854,Closed Won,16450,2024-02-21,2024-04-07,True
10293,2759,Qualification,14680,2025-02-01,2024-05-07,False
10294,4296,Prospecting,14068,2025-05-08,2025-07-15,False
10295,3432,Prospecting,39230,2025-01-11,2024-11-04,False
10296,4474,Negotiation,30206,2025-05-31,2024-07-25,False
10297,2661,Negotiation,4287,2025-02-28,2025-07-14,False
10298,2153,Proposal,26337,2024-10-26,2024-07-29,False
10299,2076,Qualification,24666,2024-12-07,2024-09-01,False
10300,2707,Proposal,5161,2024-08-10,2025-05-03,False
10301,3777,Proposal,39131,2024-02-24,2025-01-29,False
10302,2695,Proposal,28535,2024-12-20,2024-12-27,False
10303,2733,Closed Lost,36528,2024-05-14,2024-04-26,False
10304,2439,Prospecting,20527,2025-05-15,2025-02-02,False
10305,3294,Negotiation,27853,2024-08-11,2025-04-25,False
10306,1835,Proposal,18758,2024-09-22,2024-06-07,False
10307,4510,Proposal,4244,2024-08-15,2024-06-20,False
10308,1202,Negotiation,7178,2024-11-26,2024-06-10,False
10309,4255,Negotiation,35831,2024-07-01,2025-03-21,False
10310,1122,Closed Lost,6176,2024-10-22,2024-05-15,False
10311,1400,Prospecting,41770,2024-09-11,2024-09-15,False
10312,1766,Prospecting,37654,2024-11-03,2025-04-22,False
10313,1293,Negotiation,30627,2025-02-04,2024-09-07,False
10314,3327,Proposal,28881,2024-12-14,2024-10-07,False
10315,4908,Qualification,39422,2024-10-06,2024-08-09,False
10316,3931,Prospecting,15984,2024-08-14,2024-07-26,False
10317,4681,Prospecting,27776,2024-11-19,2024-12-07,False
10318,1197,Closed Won,21755,2024-09-27,2025-04-10,True
10319,4029,Qualification,11135,2024-04-05,2025-05-09,False
10320,2930,Qualification,4320,2024-11-18,2025-01-18,False
10321,4582,Qualification,41422,2024-10-14,2024-10-30,False
10322,3799,Proposal,32635,2024-09-18,2024-05-28,False
10323,3191,Prospecting,25684,2024-09-05,2025-02-20,False
10324,1608,Proposal,27238,2024-08-14,2025-02-05,False
10325,4272,Prospecting,25889,2024-11-05,2025-08-03,False
10326,2147,Closed Won,34313,2024-05-10,2025-06-06,True
10327,1186,Qualification,36535,2024-04-26,2024-08-18,False
10328,4397,Proposal,14770,2024-09-12,2025-07-02,False
10329,3511,Closed Won,24426,2024-02-29,2025-02-19,True
10330,4420,Negotiation,11498,2025-04-13,2025-01-01,False
10331,2794,Proposal,20395,2024-06-28,2024-08-15,False
10332,1659,Qualification,6537,2024-10-17,2024-02-22,False
10333,3811,Qualification,23226,2024-04-04,2024-07-29,False
10334,4002,Negotiation,19216,2025-02-07,2024-05-28,False
10335,2955,Closed Lost,22613,2025-05-21,2025-07-24,False
10336,3450,Negotiation,7009,2025-02-02,2025-01-08,False
10337,2369,Proposal,28368,2024-02-09,2025-01-24,False
10338,2986,Negotiation,33327,2024-09-10,2025-01-10,False
10339,2534,Proposal,18209,2024-06-13,2025-04-29,False
10340,1146,Prospecting,19029,2024-10-07,2024-03-10,False
10341,4219,Proposal,6077,2024-09-18,2025-06-30,False
10342,3911,Closed Lost,17907,2024-03-06,2025-04-04,False
10343,2734,Qualification,40635,2025-03-30,2024-03-06,False
10344,2843,Negotiation,8873,2024-01-27,2024-07-09,False
10345,1488,Qualification,12635,2024-01-18,2024-06-16,False
10346,3976,Proposal,37065,2025-06-13,2024-09-25,False
10347,2959,Prospecting,37783,2024-11-21,2024-12-27,False
10348,2663,Proposal,38152,2025-06-10,2024-11-21,False
10349,3598,Negotiation,33092,2024-01-28,2025-01-13,False
10350,3385,Qualification,21653,2024-05-23,2024-05-31,False
10351,3919,Negotiation,36463,2024-09-12,2024-12-30,False
10352,1640,Negotiation,38028,2024-01-26,2024-09-22,False
10353,2802,Closed Lost,24947,2024-07-30,2024-08-03,False
10354,3520,Qualification,33978,2025-02-01,2025-06-06,False
10355,2969,Proposal,26056,2024-11-29,2025-05-19,False
10356,3198,Qualification,33007,2025-02-04,2025-02-04,False
10357,2438,Closed Lost,9543,2025-05-02,2025-04-25,False
10358,4369,Closed Lost,25067,2024-07-09,2025-06-13,False
10359,2634,Proposal,29097,2024-09-29,2024-11-11,False
10360,1262,Closed Won,7809,2024-08-17,2024-05-04,True
10361,2787,Proposal,26191,2024-12-28,2024-03-18,False
10362,3191,Negotiation,25267,2024-04-07,2025-01-30,False
10363,3393,Prospecting,11206,2025-03-06,2025-01-05,False
10364,1623,Negotiation,25057,2024-07-17,2024-10-22,False
10365,2016,Prospecting,32992,2024-12-18,2024-07-15,False
10366,4643,Closed Won,19995,2024-01-12,2024-07-29,True
10367,1880,Negotiation,17210,2024-07-14,2025-04-17,False
10368,3049,Negotiation,21793,2025-02-13,2024-04-06,False
10369,3944,Prospecting,30270,2024-06-26,2025-04-20,False
10370,2327,Qualification,9197,2025-02-20,2025-08-12,False
10371,3301,Qualification,11452,2025-03-17,2024-05-02,False
10372,4723,Proposal,18859,2024-01-15,2025-02-07,False
10373,1452,Prospecting,31236,2024-11-28,2024-01-31,False
10374,4108,Closed Lost,35899,2024-08-16,2024-11-11,False
10375,2183,Proposal,36083,2025-05-22,2024-06-30,False
10376,4062,Qualification,6172,2024-01-06,2024-12-09,False
10377,3056,Proposal,20663,2024-07-11,2025-05-05,False
10378,4304,Proposal,31540,2024-07-28,2025-07-29,False
10379,4170,Negotiation,23053,2024-06-28,2024-12-09,False
10380,2682,Proposal,15085,2024-07-10,2025-04-12,False
10381,3863,Closed Lost,34564,2024-08-19,2025-05-15,False
10382,3255,Proposal,28209,2024-11-11,2025-02-19,False
10383,2154,Closed Lost,7981,2024-12-06,2025-07-17,False
10384,1403,Closed Won,25153,2025-06-22,2024-04-07,True
10385,3199,Qualification,9247,2024-04-27,2024-06-04,False
10386,3101,Closed Lost,14553,2024-05-14,2025-07-08,False
10387,4191,Prospecting,24811,2024-05-19,2025-05-03,False
10388,2696,Closed Won,33845,2025-04-09,2025-03-02,True
10389,4991,Proposal,10135,2024-10-08,2024-09-08,False
10390,1627,Closed Won,9573,2024-05-27,2025-05-07,True
10391,1586,Closed Won,17731,2024-12-13,2024-11-25,True
10392,2648,Closed Won,11189,2024-04-21,2025-02-27,True
10393,2443,Negotiation,18541,2025-03-26,2025-07-16,False
10394,2445,Qualification,15087,2024-03-04,2025-08-04,False
10395,1103,Prospecting,6776,2024-07-06,2024-06-14,False
10396,4923,Proposal,31564,2024-09-14,2025-05-12,False
10397,1253,Qualification,32835,2024-09-25,2025-05-04,False
10398,4298,Negotiation,11697,2024-03-08,2025-05-19,False
10399,4183,Qualification,18629,2024-09-10,2024-02-10,False
10400,3557,Closed Lost,12386,2025-04-05,2024-11-11,False
10401,2496,Negotiation,21046,2025-05-15,2024-06-20,False
10402,1098,Closed Won,12044,2024-11-19,2025-08-11,True
10403,3200,Prospecting,13615,2025-02-27,2024-11-09,False
10404,2884,Closed Won,9060,2024-04-27,2024-10-22,True
10405,3961,Closed Lost,14900,2024-07-30,2025-02-09,False
10406,2919,Proposal,9581,2024-10-21,2024-12-06,False
10407,1877,Negotiation,38782,2024-04-21,2024-03-21,False
10408,1337,Negotiation,24173,2024-01-22,2024-09-20,False
10409,4777,Qualification,16997,2024-05-08,2024-11-16,False
10410,3869,Proposal,11148,2024-02-23,2024-03-16,False
10411,4234,Proposal,22748,2024-12-25,2024-07-03,False
10412,4791,Prospecting,18022,2024-06-08,2025-07-03,False
10413,1956,Proposal,24013,2024-08-21,2024-08-04,False
10414,2704,Prospecting,19886,2025-02-19,2025-01-24,False
10415,1160,Prospecting,29256,2025-03-16,2024-05-12,False
10416,2603,Prospecting,34005,2024-04-05,2025-03-13,False
10417,3848,Closed Lost,10638,2025-05-31,2024-03-04,False
10418,1397,Proposal,41419,2025-02-23,2025-05-23,False
10419,2300,Closed Lost,37377,2025-05-29,2024-03-13,False
10420,1815,Proposal,40634,2024-05-16,2025-01-01,False
10421,4987,Qualification,20755,2025-01-30,2024-05-20,False
10422,2527,Proposal,27382,2025-02-12,2025-05-02,False
10423,2919,Proposal,26394,2025-05-12,2025-01-05,False
10424,2415,Prospecting,6253,2025-03-07,2024-03-01,False
10425,2158,Negotiation,41710,2025-06-20,2024-09-21,False
10426,2218,Qualification,4864,2025-02-17,2024-06-07,False
10427,1400,Negotiation,38036,2025-03-21,2024-02-11,False
10428,1639,Negotiation,17666,2025-03-23,2025-02-17,False
10429,4104,Qualification,24955,2025-05-05,2024-09-13,False
10430,3735,Prospecting,41997,2024-03-03,2024-07-09,False
10431,1459,Negotiation,20309,2024-06-13,2024-04-06,False
10432,1954,Proposal,8054,2025-01-14,2024-05-05,False
10433,4954,Prospecting,4935,2024-03-12,2025-06-16,False
10434,1469,Closed Lost,26778,2024-04-13,2025-07-17,False
10435,4446,Prospecting,20709,2024-08-25,2025-01-20,False
10436,2045,Negotiation,13726,2024-08-31,2024-09-20,False
10437,3797,Closed Lost,24245,2024-11-27,2024-09-22,False
10438,2693,Qualification,38753,2024-06-10,2025-03-22,False
10439,3085,Prospecting,18252,2025-06-18,2025-03-03,False
10440,3277,Prospecting,25316,2024-11-03,2024-04-20,False
10441,4436,Qualification,41371,2024-03-12,2025-04-17,False
10442,1562,Prospecting,23162,2024-12-21,2025-05-07,False
10443,3485,Negotiation,19960,2025-04-28,2024-02-03,False
10444,2799,Prospecting,34791,2025-02-16,2024-04-25,False
10445,4354,Proposal,29216,2024-06-03,2024-09-27,False
10446,3074,Closed Lost,36467,2025-01-14,2024-02-16,False
10447,1225,Closed Won,11754,2025-02-24,2025-03-03,True
10448,4348,Negotiation,8078,2025-06-06,2025-05-16,False
10449,1797,Qualification,16853,2024-07-09,2024-02-16,False
10450,4680,Negotiation,8042,2024-06-16,2024-05-01,False
10451,3331,Proposal,18389,2024-10-13,2024-06-09,False
10452,3926,Proposal,34425,2024-04-08,2025-07-01,False
10453,1959,Prospecting,6575,2024-07-10,2025-05-18,False
